postcode,name,search_postcode,latitude,longitude
"95028, 95030, 95032",Hof,95028,50.31893296065119,11.92385859770318
34369,Hofgeismar,34369,51.496550025917685,9.396025818242492
65719,Hofheim am Taunus,65719,50.08688736465761,8.41314814455805
97461,Hofheim in Unterfranken,97461,50.138959707200925,10.532373980836237
"16540, 16556, 16562",Hohen Neuendorf,16540,52.67178225776592,13.273516049043062
95691,Hohenberg an der Eger,95691,50.1002054533101,12.198352108710802
07958,Hohenleuben,07958,50.708866463557484,12.051983320607375
06679,Hohenmölsen,06679,51.16070189806139,12.078094367689822
09337,Hohenstein-Ernstthal,09337,50.81139861455327,12.694520835945017
01848,Hohnstein,01848,50.97885192116155,14.137203447263017
96142,Hollfeld,96142,49.93933983663204,11.286910148988518
71088,Holzgerlingen,71088,48.641054539909774,9.01653507037594
37603,Holzminden,37603,51.82059944431681,9.465887109794437
34576,Homberg (Efze),34576,51.02932637511811,9.415937532440946
35315,Homberg (Ohm),35315,50.73614816474286,9.001800858457143
"66424, 66421 (Universitätsklinikum des Saarlandes)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Homburg,66424,49.32353194883157,7.33462832975661
72160,Horb am Neckar,72160,48.44798683717259,8.67379866766838
32805,Horn-Bad Meinberg,32805,51.87686932019194,8.965503695916446
66500,Hornbach,66500,49.18646529334365,7.37293258126935
78132,Hornberg,78132,48.20863471310419,8.235873786680987
48612,Horstmar,48612,52.09136876825843,7.30463323164794
27318,Hoya,27318,52.82685414049733,9.139304685790409
02977,Hoyerswerda,02977,51.43443466883986,14.242492946818986
35410,Hungen,35410,50.47244366523344,8.904552266737008
25813,Husum,25813,54.4767932,9.052547269423483
"49477, 49479",Ibbenbüren,49477,52.27931744372367,7.710167030087857
89335,Ichenhausen,89335,48.37188262099644,10.305278474733097
55743,Idar-Oberstein,55743,49.724495778791514,7.320724746818727
65510,Idstein,65510,50.236541836450044,8.236119670902037
89257,Illertissen,89257,48.228586163515956,10.106498184587597
"98693, 98694",Ilmenau,98693,50.68793650817887,10.932896826262743
38871,Ilsenburg (Harz),38871,51.868594792358444,10.71149016739967
74532,Ilshofen,74532,49.16714408241845,9.908882197215593
34376,Immenhausen,34376,51.430895909209035,9.483560601016949
87509,Immenstadt im Allgäu,87509,47.570506988964624,10.221060388575138
74653,Ingelfingen,74653,49.27823347942994,9.686440218818682
85049–85057,Ingolstadt,85049,48.76578689392043,11.375487339636418
97346,Iphofen,97346,49.70448863572297,10.25924965018226
58636–58644,Iserlohn,58636,51.3782117254154,7.711285265691552
88316,Isny im Allgäu,88316,47.692116843200736,10.040672893709528
46419,Isselburg,46419,51.834295831598915,6.456313588644987
25524,Itzehoe,25524,53.92837329238235,9.508942808661418
09477,Jöhstadt,09477,50.53323669360529,13.114746902646086
41363,Jüchen,41363,51.11067424758241,6.506844941939208
52428,Jülich,52428,50.92602631028577,6.364326984029712
14913,Jüterbog,14913,51.99119634442879,13.064668004976525
17126,Jarmen,17126,53.918459276637556,13.336021690393013
07743–07751,Jena,07743,50.94090257975042,11.591613423633957
"39307 (Brettin, Demsin, Kade, Karow, Klitsche, Roßdorf, Schlagenthin, Zabakuck),39319 (Jerichow, Nielebock, Redekin, Wulkow)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Jerichow,39307,52.38009680782485,12.156092465254504
06917,Jessen (Elster),06917,51.80416539387169,12.974521177679852
26441,Jever,26441,53.56691061797925,7.896384003640075
16247,Joachimsthal,16247,52.97440309507338,13.796480648637315
08349,Johanngeorgenstadt,08349,50.43426469134355,12.710766343101893
41564,Kaarst,41564,51.21787737842324,6.608771923901981
07768,Kahla,07768,50.798972073015875,11.570266107738096
56759,Kaisersesch,56759,50.23256653450221,7.119027296614268
"67655, 67657, 67659, 67661, 67663",Kaiserslautern,67655,49.44165311239792,7.767954538406335
39624,Kalbe (Milde),39624,52.71248785837838,11.38747130608108
47546,Kalkar,47546,51.74449166390818,6.310321075366513
24568,Kaltenkirchen,24568,53.832203935270904,9.955556597631864
36452,Kaltennordheim,36452,50.62885253184616,10.133406913384615
59174,Kamen,59174,51.58300478446757,7.6577960323280845
01917,Kamenz,01917,51.279253615639014,14.095629299075112
47475,Kamp-Lintfort,47475,51.50085260596184,6.536666880405405
76870,Kandel,76870,49.08174809774748,8.189380614463545
79400,Kandern,79400,47.714098948075076,7.64737681159769
"24376, 24404Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Kappeln,24376,54.663249935747764,9.948712588602472
61184,Karben,61184,50.235413766181644,8.762613701199232
76131–76229,Karlsruhe,76131,49.01203885011007,8.429327408833242
97753,Karlstadt,97753,49.9696055281768,9.757461759116023
"34117–34134, 34355Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Kassel,34117,51.31539636298737,9.491980892202086
56288,Kastellaun,56288,50.059779201149425,7.443769659770115
56368,Katzenelnbogen,56368,50.26598171617647,7.920162819485295
56349,Kaub,56349,50.08799698567962,7.765263120873787
87600,Kaufbeuren,87600,47.88992305131968,10.626055130290615
77694,Kehl,77694,48.56775229123857,7.837266270181777
06537,Kelbra (Kyffhäuser),06537,51.42725204746377,11.034446243840579
93309,Kelheim,93309,48.91801191991606,11.891925717207172
65779,Kelkheim (Taunus),65779,50.144181149868146,8.438213960971547
25548,Kellinghusen,25548,53.95382140811564,9.717436616405433
65451,Kelsterbach,65451,50.060891114451245,8.531284711457998
06901,Kemberg,06901,51.78487433623079,12.623592172637943
99625,Kölleda,99625,51.19509346150944,11.23470105471698
50667–51149,Köln,50667,50.93841328177,6.954022536830949
15711–15713,Königs Wusterhausen,15711,52.285275234998025,13.62540698274773
97486,Königsberg in Bayern,97486,50.07852725445946,10.558545500675676
01936,Königsbrück,01936,51.27382793415701,13.91717183899614
86343,Königsbrunn,86343,48.26779587578125,10.889461886376953
07426,Königsee,07426,50.66610453858792,11.120897364964476
38154,Königslutter am Elm,38154,52.2624268729526,10.810756176737565
01824,Königstein (Sächsische Schweiz),01824,50.900534618083114,14.078804231748409
61462,Königstein im Taunus,61462,50.1803026419124,8.469339672029488
53639,Königswinter,53639,50.701467868237586,7.240634215290245
06420,Könnern,06420,51.678951556694564,11.764499665271966
"06366, 06369, 06388Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Köthen (Anhalt),06366,51.749044442906815,11.97364821689847
18225,Kühlungsborn,18225,54.1455659370216,11.742654142553997
97900,Külsheim,97900,49.670840057563694,9.531039043312102
74653,Künzelsau,74653,49.27823347942994,9.686440218818682
95478,Kemnath,95478,49.864162467081606,11.91875401659751
47906,Kempen,47906,51.37257576390796,6.434397432686954
"87435, 87437, 87439",Kempten (Allgäu),87435,47.71704675282505,10.310496351633764
79341,Kenzingen,79341,48.180704065460525,7.782209418640352
"50169, 50170, 50171",Kerpen,50169,50.885576215199364,6.7362439701116426
14669,Ketzin/Havel,14669,52.487042931267126,12.840356631883562
47623–47627,Kevelaer,47623,51.58075515936934,6.243419551957231
"24103–24118,24143–24149, 24159Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Kiel,24103,54.322833230045724,10.131414073024168
58566,Kierspe,58566,51.13146958728378,7.584441237657784
55481,Kirchberg (Hunsrück),55481,49.952233468650796,7.357848983730158
08107,Kirchberg,08107,50.613968447237966,12.521757314660055
74592,Kirchberg an der Jagst,74592,49.205615959526156,9.983043627936821
57548,Kirchen (Sieg),57548,50.809200210596025,7.876454531788079
"95158, 95100",Kirchenlamitz,95158,50.151123617924526,11.951276496226415
35274,Kirchhain,35274,50.83338172010244,8.910212942509604
73230,Kirchheim unter Teck,73230,48.645222354300465,9.452873942870418
67292,Kirchheimbolanden,67292,49.664952993354575,8.007704227309967
55606,Kirn,55606,49.78609368173469,7.488453766020409
"36320,36326 (Dammeshof, Dammesmühle)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Kirtorf,36320,50.77637649030695,9.117991301292408
97318,Kitzingen,97318,49.73622266407383,10.164040101186552
04567,Kitzscher,04567,51.16918731330049,12.549030704152006
38486,Klötze,38486,52.666895418786126,11.167228820231214
"23948,23946 (Tarnewitzerhagen)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Klütz,23948,53.96076961912162,11.156772708378378
47533,Kleve,47533,51.78965336905095,6.127999433503184
63911,Klingenberg am Main,63911,49.77409576402189,9.182736555129958
"08248, 08267Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Klingenthal,08248,50.37191741521823,12.473391654345306
75438,Knittlingen,75438,49.0246876131404,8.771621003441533
56068–56077,Koblenz,56068,50.3533282189781,7.594037979379562
83059,Kolbermoor,83059,47.846810409284004,12.053884961185338
"78462, 78464, 78465, 78467",Konstanz,78462,47.66197125403319,9.170829465688923
54329,Konz,54329,49.69024974451906,6.590977752177858
"34497, 34513",Korbach,34497,51.27047017959673,8.865734428962211
70825,Korntal-Münchingen,70825,48.840822841737804,9.109452792713414
"70806, 71638",Kornwestheim,70806,48.86211402075399,9.190467618118868
41352,Korschenbroich,41352,51.18644961729176,6.540924562665527
18236,Kröpelin,18236,54.07095688649168,11.791321007426376
76703,Kraichtal,76703,49.13160609767726,8.718958515831297
18292,Krakow am See,18292,53.6668761277027,12.281308798986487
74238,Krautheim,74238,49.38572966151363,9.641644304196557
"47798–47809, 47829, 47839",Krefeld,47798,51.331789163186016,6.558583210955807
16766,Kremmen,16766,52.77154264414414,13.029462763273273
25361,Krempe,25361,53.83466958768011,9.502946898198848
57223,Kreuztal,57223,50.96796155876174,7.990312845118851
96317,Kronach,96317,50.24052625903785,11.327370573664663
61476,Kronberg im Taunus,61476,50.18206241860519,8.522987455050973
39397,Kroppenstedt,39397,51.95408167097868,11.173557989728682
86381,Krumbach (Schwaben),86381,48.243263442073314,10.368928926056503
95326,Kulmbach,95326,50.10453700954887,11.443509403609022
95362,Kupferberg,95362,50.13903244047619,11.577545683333334
76456,Kuppenheim,76456,48.828369226450114,8.261051017014694
66869,Kusel,66869,49.53879214556753,7.396291695774647
54655,Kyllburg,54655,50.052492565753425,6.595118361643836
16866,Kyritz,16866,52.94873926545884,12.396225336471051
18299,Laage,18299,53.91420256999613,12.31632347739063
30880,Laatzen,30880,52.29129053579437,9.841595530161335
68526,Ladenburg,68526,49.47416181946375,8.609323443032109
32791,Lage,32791,51.9864885668153,8.78410189682917
56112,Lahnstein,56112,50.310284832369035,7.61752742392494
77933,Lahr/Schwarzwald,77933,48.335643540335795,7.865198722524527
89150,Laichingen,89150,48.485972395952786,9.660338357841484
67466,Lambrecht (Pfalz),67466,49.36938675161987,8.068545957019438
68623,Lampertheim,68623,49.6087650604662,8.459616934700854
94405,Landau an der Isar,94405,48.66848307304687,12.70123651875
"76829,76857 (Taubensuhl)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Landau in der Pfalz,76829,49.199555849163765,8.112864394303422
06188,Landsberg,06188,51.52266317570174,12.108132123058377
"86899, 86932",Landsberg am Lech,86899,48.04605604752862,10.867776496347297
84028–84036,Landshut,84028,48.53786416294821,12.161557482071712
66849,Landstuhl,66849,49.40792074360485,7.57244272235702
"38685, 38729 (Lutter)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Langelsheim,38685,51.92448001719274,10.321459104432506
63225,Langen,63225,49.990029440336464,8.666036514915884
89129,Langenau,89129,48.495668100048576,10.107151711076027
74595,Langenburg,74595,49.2530944529476,9.85428592489083
40764,Langenfeld (Rheinland),40764,51.11410657795783,6.955702429200833
"30851, 30853, 30855, 30669Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Langenhagen,30851,52.43175436252378,9.73271084159797
63505,Langenselbold,63505,50.17978497203947,9.037803286118422
90579,Langenzenn,90579,49.488065641125544,10.789682125541125
17440,Lassan,17440,54.03813277770945,13.796733088470408
35321,Laubach,35321,50.5429918295203,8.989379202386225
06636,Laucha an der Unstrut,06636,51.23359479008621,11.661806508477012
01979,Lauchhammer,01979,51.49436894714203,13.756533423522574
73466,Lauchheim,73466,48.87156431015385,10.249758250276923
97922,Lauda-Königshofen,97922,49.55524965240647,9.721152043354703
21481,Lauenburg/Elbe,21481,53.37606666865136,10.548806705093257
08294,Lößnitz,08294,50.625119282623764,12.736980119059407
02708,Löbau,02708,51.084556648427906,14.65750185302137
79843,Löffingen,79843,47.88347636791604,8.34713862293853
32584,Löhne,32584,52.20146970354293,8.723988657610978
49624,Löningen,49624,52.73908329717327,7.763298282433921
79539–79541,Lörrach,79539,47.6191534532576,7.662903306849316
74245,Löwenstein,74245,49.10204754460363,9.38383415816619
32312,Lübbecke,32312,52.30920492921644,8.621181245764383
15907,Lübben (Spreewald),15907,51.94391028079511,13.887484224434251
03222,Lübbenau/Spreewald,03222,51.85835158210981,13.945686885070943
"23552–23570, 23627, 23628Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Lübeck,23552,53.8675491746036,10.687633315372212
19249,Lübtheen,19249,53.301065064072226,11.085604229265254
19386,Lübz,19386,53.46431635582032,12.0521505280745
29439,Lüchow (Wendland),29439,52.970362806171785,11.154802252047782
58507–58515,Lüdenscheid,58507,51.22845583549932,7.626457191963064
59348,Lüdinghausen,59348,51.768122957607616,7.434282704617134
32676,Lügde,32676,51.92703460963961,9.265827834222092
"21335, 21337, 21339, 21391",Lüneburg,21335,53.23271179410729,10.396765896721755
"44532, 44534, 44536",Lünen,44532,51.59531085143678,7.535784831379311
24321,Lütjenburg,24321,54.30732720527116,10.591870246071972
"06679, 06686",Lützen,06679,51.16070189806139,12.078094367689822
91207,Lauf an der Pegnitz,91207,49.51620387435075,11.27447762137183
83410,Laufen,83410,47.93116356117274,12.917343359667196
79725,Laufenburg (Baden),79725,47.57264648122288,8.068081552110453
74348,Lauffen am Neckar,74348,49.07193576793091,9.147298304431093
89415,Lauingen (Donau),89415,48.56898701495957,10.429157491778975
88471,Laupheim,88471,48.22940390374332,9.87394486619952
98724,Lauscha,98724,50.49619366540351,11.146591559040935
02991,Lauta,02991,51.44882184985391,14.09970149488678
08315,Lauter-Bernsbach,08315,50.570069568513354,12.75008562849741
36341,Lauterbach,36341,50.63829452952207,9.3853742
67742,Lauterecken,67742,49.64904149531067,7.592400290973036
73111,Lauterstein,73111,48.71067484010554,9.869877033905013
66822,Lebach,66822,49.42470097305204,6.9254334002646285
15326,Lebus,15326,52.418328630669144,14.453951465799257
26789,Leer (Ostfriesland),26789,53.23701036928639,7.461416629896259
07349,Lehesten,07349,50.459120413475176,11.461557439716312
31275,Lehrte,31275,52.37627311605175,10.005641755063088
42799,Leichlingen (Rheinland),42799,51.10806791948165,7.039993574975198
69181,Leimen,69181,49.34489189334275,8.682163805063547
"37327, 37339",Leinefelde-Worbis,37327,51.38862263034826,10.325232362023218
"70771, 71144",Leinfelden-Echterdingen,70771,48.68943461288014,9.148519171782945
74211,Leingarten,74211,49.14419745616883,9.11664987594451
89340,Leipheim,89340,48.45120099017132,10.218803157258792
04103–04357,Leipzig,04103,51.335098323908525,12.388462272487873
04703,Leisnig,04703,51.168570066023165,12.930507835675677
32657,Lemgo,32657,52.0291414874465,8.89495986325091
08485,Lengenfeld,08485,50.573243629249866,12.370464276092823
49525,Lengerich,49525,52.18098217419512,7.8535788933008135
57368,Lennestadt,57368,51.12635515956101,8.066803287604905
19309,Lenzen (Elbe),19309,53.09292325458052,11.456566664416586
71229,Leonberg,71229,48.797891695983985,9.008008612387771
35638,Leun,35638,50.54418437092637,8.335224308361045
06237,Leuna,06237,51.3301571509281,12.088466864810458
07338,Leutenberg,07338,50.58981064513081,11.450379478415698
91578,Leutershausen,91578,49.29646503097015,10.422197406343285
88299,Leutkirch im Allgäu,88299,47.82516600026685,10.024937129953303
51371–51381,Leverkusen,51371,51.05723530669913,6.945374628307588
35423,Lich,35423,50.51042639770162,8.820752011635543
77839,Lichtenau,77839,48.71900530179181,7.999075710068259
95192,Lichtenberg,95192,50.383742954,11.676905850666666
35104,Lichtenfels,35104,51.16493768231511,8.792994597299035
96215,Lichtenfels,96215,50.141534249104296,11.07287293411624
09350,Lichtenstein/Sa.,09350,50.74862332546023,12.633435394442515
34396,Liebenau,34396,51.479223253648065,9.30967342918455
16559,Liebenwalde,16559,52.86593759728682,13.384315782945736
15868,Lieberose,15868,51.99426824107612,14.319509659186352
01825,Liebstadt,01825,50.86424310820895,13.847216296828359
09212,Limbach-Oberfrohna,09212,50.86124092706798,12.74461590364134
65549–65556,Limburg an der Lahn,65549,50.38829448286026,8.065006623034934
88131,Lindau (Bodensee),88131,47.56245847113341,9.691404960581464
35440,Linden,35440,50.53005950946321,8.66482217968533
88161,Lindenberg im Allgäu,88161,47.60387824405019,9.890514913500649
"64678,64658 (Faustenbach)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Lindenfels,64678,49.68967989296924,8.771043153232894
16835,Lindow (Mark),16835,52.91683128965517,12.966666122488755
"49808, 49809, 49811",Lingen (Ems),49808,52.52067698357895,7.3035041005964905
52441,Linnich,52441,50.97565018569866,6.282337514279466
53545,Linz am Rhein,53545,50.56884067611292,7.285960697394137
59555–59558,Lippstadt,59555,51.68111988202004,8.339721663136176
53797,Lohmar,53797,50.86247371524378,7.244076611768161
49393,Lohne (Oldenburg),49393,52.66319325354519,8.235054447035708
97816,Lohr am Main,97816,50.00165107498572,9.581151700485437
17121,Loitz,17121,53.97948732174984,13.125218570979667
35457,Lollar,35457,50.66046338827795,8.704161868912387
01623,Lommatzsch,01623,51.1988906039521,13.304424798383232
65391,Lorch,65391,50.066679710114705,7.824077772158499
73547,Lorch,73547,48.7954668492455,9.671829194602438
64653,Lorsch,64653,49.65148939183414,8.565477471762911
04613,Lucka,04613,51.09329170447285,12.331228029872204
15926,Luckau,15926,51.83978658958068,13.704643797109275
14943,Luckenwalde,14943,52.09010422081327,13.162136830354914
"71634–71642, 71672",Ludwigsburg,71634,48.905131266655516,9.175819726454849
14974,Ludwigsfelde,14974,52.30047634732155,13.247175763907054
67059–67071,Ludwigshafen am Rhein,67059,49.48031878085847,8.437976820185614
19288,Ludwigslust,19288,53.33341360681382,11.466210903973128
96337,Ludwigsstadt,96337,50.485600383333335,11.385205094892473
09385,Lugau,09385,50.75046058992908,12.750783300567377
09328,Lunzenau,09328,50.96501585525926,12.749841572740742
17279,Lychen,17279,53.21454716131934,13.308427377511245
15748,Märkisch Buchholz,15748,52.11870927067138,13.793725659893992
"39279 (Hobeck, Loburg, Rosian, Schweinitz, Zeppernick),39291 (übrige Ortschaften)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Möckern,39279,52.09638628665405,12.050007829436819
74219,Möckmühl,74219,49.31939230662393,9.357764363675214
23879,Mölln,23879,53.61996024135688,10.691416046236059
41061–41239,Mönchengladbach,41061,51.19546482506812,6.434822162323508
64546,Mörfelden-Walldorf,64546,49.99026006784198,8.571381402625144
72116,Mössingen,72116,48.4029817071881,9.063588115991134
"06249,06255 (Wünsch),06268 (Langeneichstädt, Oechlitz),06632 (Branderoda, Gröst)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Mücheln (Geiseltal),06249,51.3035234137013,11.805835770714285
04769,Mügeln,04769,51.240636012593704,13.074920292353823
75417,Mühlacker,75417,48.94304700867873,8.848347607917441
"04931 (Altenau, Fichtenberg, Mühlberg)04895 (Brottewitz, Koßdorf, Martinskirchen)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Mühlberg/Elbe,04931,51.43977561990521,13.250860340081246
84453,Mühldorf am Inn,84453,48.248649004037375,12.525842101445699
"99974, 99976, 99998",Mühlhausen/Thüringen,99974,51.20900589128904,10.443063042099084
63165,Mühlheim am Main,63165,50.11642234814619,8.840636985610875
78570,Mühlheim an der Donau,78570,48.02747173676248,8.881021796747353
56218,Mülheim-Kärlich,56218,50.389394642852984,7.499995949636099
45468–45481,Mülheim an der Ruhr,45468,51.42848804792676,6.886528517528272
79379,Müllheim im Markgräflerland,79379,47.81053463034695,7.632491614756258
15299,Müllrose,15299,52.23396625628518,14.414233824953097
95213,Münchberg,95213,50.195188892796615,11.776908218502825
99441,Magdala,99441,50.934785470810816,11.43667424132678
39104–39130,Magdeburg,39104,52.1214945228609,11.635601078060553
77972,Mahlberg,77972,48.28292736693969,7.806441240506329
97350,Mainbernheim,97350,49.70986989590793,10.219487185294117
84048,Mainburg,84048,48.64316889199701,11.785172492744952
63477,Maintal,63477,50.146801692465665,8.8317222793608
55116–55131,Mainz,55116,49.99935659,8.270069014330709
17139,Malchin,17139,53.726416468337725,12.76386030817942
17213,Malchow,17213,53.47475806267345,12.432881600138762
54531,Manderscheid,54531,50.0933192248927,6.823680236480686
68159–68309,Mannheim,68159,49.491458935363,8.461238694613584
06343,Mansfeld,06343,51.59617179556547,11.413238800026239
"71672, 71711",Marbach am Neckar,71672,48.9427360140661,9.277089879938508
"35037, 35039, 35041, 35043",Marburg,35037,50.80570771355692,8.760168378908833
09496,Marienberg,09496,50.63493760035165,13.204602019318681
37696,Marienmünster,37696,51.823331540958016,9.227287636598493
88677,Markdorf,88677,47.71826809056604,9.391050349138638
71706,Markgröningen,71706,48.91096043778367,9.076492109195403
04416,Markkleeberg,04416,51.27360264734378,12.37582830797767
08258,Markneukirchen,08258,50.30917982825615,12.340103760781476
04420,Markranstädt,04420,51.30150677430442,12.22269467416803
97340,Marktbreit,97340,49.652527148000004,10.137364481565218
97828,Marktheidenfeld,97828,49.84666148918919,9.59457877927928
95168,Marktleuthen,95168,50.12953019634783,12.006852842695652
87616,Marktoberdorf,87616,47.7683823347745,10.611155010054256
95615,Marktredwitz,95615,50.00313325067931,12.086538384157908
97342,Marktsteft,97342,49.66293348813559,10.173488481355932
"45768, 45770, 45772",Marl,45768,51.650946691175285,7.075460429589517
18337,Marlow,18337,54.16048713367656,12.499137256571775
25709,Marne,25709,53.954894161393895,9.001284198225006
34431,Marsberg,34431,51.45275962712657,8.845987306401637
75433,Maulbronn,75433,48.99572564318841,8.81483182384058
93142,Maxhütte-Haidhof,93142,49.18925938343465,12.101982214893617
"56727,56729 (Geisbüschhof, Wüsteratherhof)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Mayen,56727,50.325418207488475,7.2275224150921655
88605,Meßkirch,88605,47.96241462366738,9.10490708713575
72469,Meßstetten,72469,48.177186017071286,8.938227820609503
53894,Mechernich,53894,50.5963137482297,6.656244443548546
53340,Meckenheim,53340,50.62480309053458,7.032863535188818
59964,Medebach,59964,51.20989628890154,8.690121013403528
08393,Meerane,08393,50.84610156321982,12.468089519029927
"40667, 40668, 40670",Meerbusch,40667,51.24960684603677,6.691368397726824
88709,Meersburg,88709,47.693582283434154,9.28331272177757
01662,Meißen,01662,51.16079923915411,13.47833878504266
58540,Meinerzhagen,58540,51.10708310324305,7.688553323051409
98617,Meiningen,98617,50.572068093776004,10.403863474566574
55590,Meisenheim,55590,49.70727621658878,7.668810954595016
25704,Meldorf,25704,54.09005455500198,9.079487904962436
"49324, 49326, 49328",Melle,49324,52.2135651930772,8.325494909568684
97638,Mellrichstadt,97638,50.42842306122149,10.304054150699043
34212,Melsungen,34212,51.13378618990264,9.549413438946988
87700,Memmingen,87700,47.98756699433724,10.172439150856627
"58706, 58708, 58710",Menden (Sauerland),58706,51.43920154251968,7.7928873974409445
56743,Mendig,56743,50.3717962525641,7.281440308974358
88512,Mengen,88512,48.048969150539,9.331348308592265
49716,Meppen,49716,52.69244270935211,7.282518842479528
91732,Merkendorf,91732,49.20301304072165,10.703164022164948
06217,Merseburg,06217,51.35379020645568,11.981118475216501
59872,Meschede,59872,51.348527186425876,8.249453313266521
40822,Mettmann,40822,51.2551353154334,6.968777581617892
72555,Metzingen,72555,48.53643133913901,9.29102077221492
04610,Meuselwitz,04610,51.04881253225806,12.311428717264038
16945,Meyenburg,16945,53.292769588192776,12.234692843373494
"64720,63925 (Vielbrunn-Brunnthal)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Michelstadt,64720,49.67987725541388,9.009824400021612
83714,Miesbach,83714,47.788658971648445,11.831423799513974
63897,Miltenberg,63897,49.70235783962149,9.258380978571429
87719,Mindelheim,87719,48.05007440107963,10.493027572964463
"32423, 32425, 32427, 32429",Minden,32423,52.2930188110262,8.94233249544214
17252,Mirow,17252,53.28437085203308,12.818076914541695
15749,Mittenwalde,15749,52.25516727837838,13.547501641226942
95666,Mitterteich,95666,49.952751434018154,12.24440602541806
09648,Mittweida,09648,50.99039576250894,12.978155087979966
"47441, 47443, 47445, 47447",Moers,47441,51.446381907875505,6.63670228879567
86653,Monheim,86653,48.826360364735514,10.871856884760705
40789,Monheim am Rhein,40789,51.101559952139446,6.893804345890172
52156,Monschau,52156,50.555566636186455,6.244183133976291
56410,Montabaur,56410,50.434155073002756,7.8221227843726515
85368,Moosburg an der Isar,85368,48.47011479327055,11.938286404777397
37186,Moringen,37186,51.720252103994085,9.821285181065088
74821,Mosbach,74821,49.36003460619783,9.130930723213265
15374,Müncheberg,15374,52.51870252832117,14.16828877810219
"80331–81929, 85540[A 1]",München,80331,48.136083761803384,11.573627627113337
07589,Münchenbernsdorf,07589,50.8274079968523,11.939694066343826
97702,Münnerstadt,97702,50.24707452470588,10.227290485294118
72525,Münsingen,72525,48.4032333246581,9.497663745959386
48143–48167,Münster,48143,51.96181150094991,7.626601367141624
"56294,56754 (Pilligerheck)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Münstermaifeld,56294,50.25221439357143,7.359861225714286
35516,Münzenberg,35516,50.459978517218545,8.749721367549668
89597,Munderkingen,89597,48.234902608462455,9.645332214183552
29633,Munster,29633,52.987609954764515,10.087584093975902
71540,Murrhardt,71540,48.97838474694736,9.59710079897076
92507,Nabburg,92507,49.45241074160325,12.184552706088281
72202,Nagold,72202,48.53262836541247,8.724895634627767
95119,Naila,95119,50.32801495045386,11.697536498940998
56377,Nassau,56377,50.30924634843945,7.795440994007491
56355,Nastätten,56355,50.197258971596995,7.860010418435155
14641,Nauen,14641,52.57797218638184,12.89001278503459
34311,Naumburg,34311,51.24280388257093,9.186335317892299
"06618, 06628",Naumburg (Saale),06618,51.1435333814263,11.81056629992076
04683,Naunhof,04683,51.279460000127344,12.58351734597262
06642,Nebra (Unstrut),06642,51.27308483225623,11.53355953962585
74924,Neckarbischofsheim,74924,49.287711162329806,8.977319755143721
69151,Neckargemünd,69151,49.38915679114024,8.80461814214941
69239,Neckarsteinach,69239,49.41282719086294,8.839888788324874
74172,Neckarsulm,74172,49.19883532674265,9.235424845681719
"73450, 73441",Neresheim,73450,48.77371724038128,10.32532837015598
57250,Netphen,57250,50.904172913616016,8.120920513958389
41334,Nettetal,41334,51.31045173802585,6.246396548686288
08491,Netzschkau,08491,50.602928054326924,12.245145953269231
84524,Neuötting,84524,48.240564924067165,12.692134821921643
61267,Neu-Anspach,61267,50.301564672196875,8.508522384681873
63263,Neu-Isenburg,63263,50.050829227917404,8.691791591868096
"89231, 89233",Neu-Ulm,89231,48.38603538582127,10.011412750441005
"17033, 17034, 17036",Neubrandenburg,17033,53.5451405523984,13.250671787358428
18233,Neubukow,18233,54.02353683074534,11.670188577080745
"75387, 75385",Neubulach,75387,48.664398347589895,8.693014752257078
86633,Neuburg an der Donau,86633,48.733848059106876,11.196982207860847
74861,Neudenau,74861,49.29133078301587,9.277403273492064
75305,Neuenbürg,75305,48.84567432012195,8.583540166666667
79395,Neuenburg am Rhein,79395,47.8119905402518,7.5645471260431645
49828,Neuenhaus,49828,52.50496582710843,6.980400396385542
58809,Neuenrade,58809,51.28225353685497,7.803108686961832
