postcode,name,search_postcode,latitude,longitude
"46535, 46537, 46539",Dinslaken,46535,51.55874047383661,6.7308491692864525
01744,Dippoldiswalde,01744,50.881481413244146,13.662336170301002
49201,Dissen am Teutoburger Wald,49201,52.11715517862767,8.202785460404948
71254,Ditzingen,71254,48.83418605576828,9.050684837642963
03253,Doberlug-Kirchhain,03253,51.62458832706475,13.525097173118278
19303,Dömitz,19303,53.16735580592072,11.241569869192173
48249,Dülmen,48249,51.839585721593735,7.292198751832089
"52349, 52351, 52353, 52355",Düren,52349,50.79775621123875,6.482515142222912
40210–40629,Düsseldorf,40210,51.22149332860548,6.787910607508939
01809,Dohna,01809,50.96044879056065,13.854581950703365
04880,Dommitzsch,04880,51.636304302915455,12.847767256341108
78166,Donaueschingen,78166,47.95544481334394,8.497739338776954
86609,Donauwörth,86609,48.72085633878765,10.770764901747862
73072,Donzdorf,73072,48.693465343708205,9.80931740911854
"84405, 84428",Dorfen,84405,48.275868308063664,12.158548870848806
41539–41542,Dormagen,41539,51.098406002480516,6.836184973186866
"07774, 07778Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Dornburg-Camburg,07774,51.01974271085759,11.691327757671125
72175,Dornhan,72175,48.35046600057923,8.52575266797683
72280,Dornstetten,72280,48.47348568746531,8.496594249583719
"46282, 46284, 46286",Dorsten,46282,51.654144837586536,6.963946699716804
44135–44388,Dortmund,44135,51.513756628776186,7.475295588313121
03116,Drebkau,03116,51.66629233803279,14.228235371522247
63303,Dreieich,63303,50.01218317310743,8.70198707185086
48317,Drensteinfurt,48317,51.79867246300861,7.732717206181533
"01067–01328, 01465",Dresden,01067,51.05327070418173,13.72691083009809
57489,Drolshagen,57489,51.03205132765468,7.7695158170647485
37115,Duderstadt,37115,51.50967669705373,10.260684719815137
47051–47279,Duisburg,47051,51.433012285991296,6.766112936565096
99713,Ebeleben,99713,51.28110780598007,10.70379751578073
"69412, 64754, 69429, 69434Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Eberbach,69412,49.46203859332652,8.98585692787011
91320,Ebermannstadt,91320,49.77981274505882,11.189102754588236
96106,Ebern,96106,50.09657945941043,10.793179191232047
02730 (Ebersbach) 02727 (Neugersdorf)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text,Ebersbach-Neugersdorf,02730,51.00343336009302,14.591821963767442
73061,Ebersbach an der Fils,73061,48.71095439617371,9.52191535286385
85560,Ebersberg,85560,48.0787796144541,11.965535847735731
"16225, 16227",Eberswalde,16225,52.83403038641629,13.81407392969463
06648,Eckartsberga,06648,51.123078572649575,11.572265709401709
24340,Eckernförde,24340,54.46852251200234,9.835719200204919
67480,Edenkoben,67480,49.28153398511548,8.126371202737381
39435,Egeln,39435,51.946166666459625,11.456945376397515
84307,Eggenfelden,84307,48.407923821035055,12.764288423706176
"17367,17375 (Hoppenwalde)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Eggesin,17367,53.67740422692009,14.084754649185417
89584,Ehingen (Donau),89584,48.28553816268484,9.71674614975355
09427,Ehrenfriedersdorf,09427,50.64761454198036,12.968003678396071
97246,Eibelstadt,97246,49.72528929541985,10.001642447582698
08309,Eibenstock,08309,50.488482204722494,12.615591031548199
85072,Eichstätt,85072,48.89112995834156,11.192355800197433
04838,Eilenburg,04838,51.474037101294066,12.631214853264911
37574,Einbeck,37574,51.83017282497941,9.902334140485996
99817,Eisenach,99817,50.98610369395719,10.317412285766013
67304,Eisenberg (Pfalz),67304,49.56175950793157,8.059478574774495
07607,Eisenberg,07607,50.96734506966214,11.890216540543364
15890,Eisenhüttenstadt,15890,52.1520536745259,14.63138417738466
98673,Eisfeld,98673,50.437899794062965,10.909110432653673
73054,Eislingen/Fils,73054,48.698310163995835,9.707933998210198
91792,Ellingen,91792,49.06531402958904,10.969001091780822
99755,Ellrich,99755,51.568002127168945,10.628044391171994
73479,Ellwangen (Jagst),73479,48.9639462250355,10.150795366160182
25335–25337,Elmshorn,25335,53.76267057149636,9.653225547381801
50189,Elsdorf,50189,50.93671086875817,6.570942849571532
26931,Elsfleth,26931,53.234978907894735,8.409349991184211
07985,Elsterberg,07985,50.60877204691754,12.171993400480384
04910,Elsterwerda,04910,51.467772989570555,13.515396278274991
01920,Elstra,01920,51.25355480397604,14.134767809014162
09481,Elterlein,09481,50.56170988039216,12.894756172156862
97483,Eltmann,97483,49.96461454439883,10.668702973020528
65343–65347,Eltville am Rhein,65343,50.02962316194125,8.118787017049808
79215,Elzach,79215,48.18184741442186,8.080206453748412
31008,Elze,31008,52.12206766039293,9.731996630058939
"26721, 26723, 26725",Emden,26721,53.37841065900021,7.2046552774940995
56281,Emmelshausen,56281,50.154528703846154,7.55108793173077
79312,Emmendingen,79312,48.11546455856709,7.858627547882794
46446,Emmerich am Rhein,46446,51.84607789359792,6.238398872227762
48282,Emsdetten,48282,52.17047990177729,7.528541834838593
79346,Endingen am Kaiserstuhl,79346,48.14174821291139,7.693772902616034
78234,Engen,78234,47.85183141895223,8.769186944375964
32130,Enger,32130,52.140761956613986,8.552634533918642
58256,Ennepetal,58256,51.29575285648521,7.361989539301775
59320,Ennigerloh,59320,51.84699653803247,8.0230031194181
69214,Eppelheim,69214,49.40098106197746,8.62894871828426
75031,Eppingen,75031,49.13447581637752,8.911752716620402
65817,Eppstein,65817,50.14797026502242,8.369006936154708
89155,Erbach,89155,48.32032040885842,9.875256553440549
"64711,64743 (Marbach)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Erbach (Odenwald),64711,49.65164158772727,8.998895521969697
"92681, 92690",Erbendorf,92681,49.850138125,12.048122518859648
85435,Erding,85435,48.30481069767719,11.906067914055985
50374,Erftstadt,50374,50.803840084420784,6.782821930370553
99084–99099,Erfurt,99084,50.9766747376201,11.027866543335797
41812,Erkelenz,41812,51.07639275220009,6.3075366600211735
15537,Erkner,15537,52.412623554673615,13.820421075589032
40699,Erkrath,40699,51.2115526187575,6.9383269259635325
"91052, 91054, 91056, 91058",Erlangen,91052,49.588898348737004,11.014489880471237
63906,Erlenbach am Main,63906,49.80196693668442,9.184387341278295
"63526,63543 (Bei den Tongruben)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Erlensee,63526,50.1651059224188,8.984837421864272
59597,Erwitte,59597,51.61733225391696,8.32498798323541
65760,Eschborn,65760,50.15062093769915,8.55969371164908
92676,Eschenbach in der Oberpfalz,92676,49.751577597430405,11.828977087152033
37632,Eschershausen,37632,51.91252859206195,9.690168516360115
37269,Eschwege,37269,51.186907919103255,10.040468126176192
52249,Eschweiler,52249,50.819837352120466,6.270929419077664
26427,Esens,26427,53.65232198346766,7.630283041820954
32339,Espelkamp,32339,52.371410671681986,8.62278620745824
45127–45359,Essen,45127,51.45704444303308,7.010964470971148
06295,Eisleben,06295,51.5185557195923,11.548276332324868
73728–73734,Esslingen am Neckar,73728,48.74066263324176,9.311014162534342
77955,Ettenheim,77955,48.254611006659346,7.826222054299305
"76275, 76359",Ettlingen,76275,48.9320460324501,8.395666341328285
"53879, 53881",Euskirchen,53879,50.65912572370957,6.786266867991005
23701,Eutin,23701,54.119752856377474,10.626947735829528
49584,Fürstenau,49584,52.51561540273296,7.6809885782351
16798,Fürstenberg/Havel,16798,53.169768165189225,13.175450447698601
82256,Fürstenfeldbruck,82256,48.17667966293017,11.244250257989433
15517,Fürstenwalde/Spree,15517,52.35871910968619,14.065043224311772
90762–90768,Fürth,90762,49.47444695848236,10.99111753939101
87629,Füssen,87629,47.57640194948405,10.685202666463415
04895,Falkenberg/Elster,04895,51.570609650891356,13.236529168516649
14612,Falkensee,14612,52.56495496524209,13.083145849005952
"06333 (Endorf, Neuplatendorf),06463 (Ermsleben, Meisdorf, Reinstedt),06543 (Pansfelde, Wieserode)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Falkenstein/Harz,06333,51.64992295087137,11.496036896818811
"08223,08239 (Oberlauterbach, Trieb, Schönau)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Falkenstein/Vogtl.,08223,50.46351498219927,12.350224014945322
23769,Fehmarn,23769,54.448126871117125,11.168091783806947
"70734, 70736",Fellbach,70734,48.80725307667065,9.275886415572792
34587,Felsberg,34587,51.15880344184,9.428490624959998
91555,Feuchtwangen,91555,49.167077309117644,10.33345152514706
70794,Filderstadt,70794,48.663322800708,9.219431762400772
03238,Finsterwalde,03238,51.61206414372212,13.70656909739154
09557,Flöha,09557,50.85444186284977,13.08335209397331
65439,Flörsheim am Main,65439,50.02304145421574,8.42346655726304
97650,Fladungen,97650,50.523452114717344,10.144923837816764
24937–24944,Flensburg,24937,54.7836615858632,9.430185514429967
61197,Florstadt,61197,50.321251433941995,8.890531920981024
91301,Forchheim,91301,49.71574516812439,11.067391868707482
"74670, 74249, 74632, 74639",Forchtenberg,74670,49.28468947789825,9.537729745079233
03149,Forst (Lausitz),03149,51.73116556297252,14.628064269849702
58730,Fröndenberg/Ruhr,58730,51.483751940116655,7.755546634624109
09669,Frankenberg/Sa.,09669,50.91190447381091,13.051037763486079
35066,Frankenberg (Eder),35066,51.06749880185239,8.78958509852388
67227,Frankenthal (Pfalz),67227,49.53108213279172,8.354219996835804
"15230, 15232, 15234, 15236",Frankfurt (Oder),15230,52.34333875968137,14.546896425919119
"60306–60599, 65929–65936",Frankfurt am Main,60306,50.11603336666667,8.670190866666667
18461,Franzburg,18461,54.188494853902434,12.879930378455285
09623,Frauenstein,09623,50.77005130534311,13.527952170403353
50226,Frechen,50226,50.91785973261987,6.793786496954353
"09599, 09596",Freiberg,09599,50.912734121591185,13.33919644875153
71691,Freiberg am Neckar,71691,48.93331523913491,9.192045981290764
79098–79117,Freiburg im Breisgau,79098,47.99475926197647,7.849054587952942
83395,Freilassing,83395,47.83875914342998,12.973816408636644
"67251, 67098Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Freinsheim,67251,49.50610902351515,8.21082758139394
"85354, 85356",Freising,85354,48.39938388280282,11.732551660756249
01705,Freital,01705,51.00539776003231,13.64892744948656
49832,Freren,49832,52.471722533687405,7.521935710622154
97896,Freudenberg,97896,49.74987818796296,9.33301350925926
57258,Freudenberg,57258,50.89708324382339,7.89669210805358
72250,Freudenstadt,72250,48.46683206732365,8.424477124654219
06632,Freyburg (Unstrut),06632,51.228616081916336,11.762312322447144
92342,Freystadt,92342,49.19857503882124,11.336727121188504
94078,Freyung,94078,48.813126471040725,13.543624977737558
78567,Fridingen an der Donau,78567,48.0222369159601,8.926946711221944
86316,Friedberg,86316,48.36072621115098,10.986982347594363
61169,Friedberg (Hessen),61169,50.33253183052338,8.76140039987439
17098,Friedland,17098,53.65828505214612,13.546518533333334
15848,Friedland,15848,52.16398634115942,14.20858780425121
99894,Friedrichroda,99894,50.85190984332493,10.58051036095718
61381,Friedrichsdorf,61381,50.26019147784307,8.650462221880401
"88045, 88046, 88048",Friedrichshafen,88045,47.661621476936396,9.466904334521159
25840,Friedrichstadt,25840,54.37887605839329,9.085124861031174
66299,Friedrichsthal,66299,49.32700541302051,7.093449040646364
14662,Friesack,14662,52.72400982818836,12.592179638587313
26169,Friesoythe,26169,53.02403663036509,7.85854113960374
34560,Fritzlar,34560,51.13932103495969,9.272777179168434
04654,Frohburg,04654,51.05861608541077,12.587015269081343
"36037, 36039, 36041, 36043",Fulda,36037,50.55408530110969,9.680048975501494
93437,Furth im Wald,93437,49.30802107324343,12.834764005535842
78120,Furtwangen im Schwarzwald,78120,48.05142535582792,8.205581019009506
19205,Gadebusch,19205,53.705266854458166,11.12662878223594
76571,Gaggenau,76571,48.80605064894176,8.327456838082721
74405,Gaildorf,74405,48.99641476095318,9.771725124331104
72501,Gammertingen,72501,48.25136442060064,9.224296735669126
"30823, 30826, 30827",Garbsen,30823,52.42228805670645,9.601083024152745
85748,Garching bei München,85748,48.24913889527508,11.645759822556634
"39638, 39649",Gardelegen,39638,52.51113792574228,11.396956323574821
25836,Garding,25836,54.331153280778025,8.781377924313501
16307,Gartz (Oder),16307,53.22066835892157,14.380548527450982
18574,Garz/Rügen,18574,54.29713656112985,13.31703163381113
55435,Gau-Algesheim,55435,49.956330148379735,8.015804840940211
99189,Gebesee,99189,51.0750511920544,10.943177040801718
63688,Gedern,63688,50.41447936542751,9.199398222251727
21502,Geesthacht,21502,53.43957159102773,10.382289759094617
"27607, 27624",Geestland,27607,53.62594808180769,8.618365034423077
07926,Gefell,07926,50.42930004464286,11.858241114285715
"95482, 95236",Gefrees,95482,50.09317651861702,11.752335012234042
30989,Gehrden,30989,52.31806644475138,9.600786254663634
52511,Geilenkirchen,52511,50.97047601484005,6.124710792590964
36419,Geisa,36419,50.712966099913004,9.956701770117443
94333,Geiselhöring,94333,48.826392958585856,12.399367876262627
85290,Geisenfeld,85290,48.68902290436782,11.61139913072797
"65366,65385 (Am Rüdesheimer Hafen)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Geisenheim,65366,49.99650909514683,7.9651388544049455
78187,Geisingen,78187,47.90776412847082,8.651647560613682
72351,Geislingen,72351,48.29316958342542,8.798622442311233
73312,Geislingen an der Steige,73312,48.61932867962749,9.830489004153618
04643,Geithain,04643,51.04547286138614,12.691415255445545
47608,Geldern,47608,51.51762951041523,6.313378352670572
"63571, 63589",Gelnhausen,63571,50.19755123396149,9.178822614488597
45879–45899,Gelsenkirchen,45879,51.50718666830879,7.097928838902996
04639,Gößnitz,04639,50.87863730534394,12.426911077316657
"73033, 73035, 73037, 73116",Göppingen,73033,48.70805489109998,9.65277169491768
02826–02828,Görlitz,02826,51.15003127591207,14.981175466604304
74363,Güglingen,74363,49.06799872962963,9.012196993865741
89312,Günzburg,89312,48.452105509420846,10.278864780694981
39439,Güsten,39439,51.79340046,11.609966845
18273,Güstrow,18273,53.793117355050185,12.181327958384589
"33330–33335, 33311",Gütersloh,33330,51.91617088991143,8.37393245008257
17506,Gützkow,17506,53.936428277157894,13.413242206631578
35285,Gemünden (Wohra),35285,50.97735630661225,8.96621471142857
97737,Gemünden am Main,97737,50.05391680524214,9.685040654867699
77723,Gengenbach,77723,48.403458936579575,8.016076398970705
"39291 (Ringelsdorf, Schopsdorf),39307 (Genthin, Gladau, Mützel, Paplitz, Parchen, Tucheim)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Genthin,39291,52.197846530846824,11.891732291332502
49124,Georgsmarienhütte,49124,52.206209062218115,8.051064611349354
07545–07557,Gera,07545,50.87836032712604,12.083990148320977
"74582, 74585",Gerabronn,74582,49.24729474162473,9.918309397843279
06347,Gerbstedt,06347,51.61898362043446,11.627291858431517
82538,Geretsried,82538,47.87019956865056,11.467583204065999
09326,Geringswalde,09326,51.07431297648166,12.91327809830668
70839,Gerlingen,70839,48.79816109556199,9.064926847081525
82110,Germering,82110,48.12819822587809,11.368058158447024
76726,Germersheim,76726,49.208684394752446,8.363922743699971
76593,Gernsbach,76593,48.75910251262752,8.339089631816929
64579,Gernsheim,64579,49.75289847288439,8.49325165408224
54568,Gerolstein,54568,50.22251178099688,6.648250715109034
97447,Gerolzhofen,97447,49.89999482732342,10.346309891635688
36129,Gersfeld (Rhön),36129,50.450880835087716,9.888753280350878
86368,Gersthofen,86368,48.42413506509763,10.862953729916319
48712,Gescher,48712,51.946540948707344,7.008329635346432
59590,Geseke,59590,51.64131554422647,8.489388839027113
58285,Gevelsberg,58285,51.32787270781032,7.339137403486751
09468,Geyer,09468,50.62144440528121,12.929040725651577
"35390, 35392, 35394, 35396, 35398",Gießen,35390,50.58600535457438,8.67540320172368
"89537, 89522",Giengen an der Brenz,89537,48.61051831016462,10.235366001175855
38518,Gifhorn,38518,52.48424022528022,10.538967037996061
65462,Ginsheim-Gustavsburg,65462,49.97967681538933,8.337267915389333
24960,Glücksburg (Ostsee),24960,54.82958932715817,9.551856824133585
25348,Glückstadt,25348,53.79251646380763,9.42868479687655
"45964, 45966, 45968",Gladbeck,45964,51.57157537555446,6.9850332912764905
35075,Gladenbach,35075,50.76776844287734,8.581148208872392
01768,Glashütte,01768,50.87061353321428,13.76671907654762
08371,Glauchau,08371,50.81868847763698,12.543110808602535
21509,Glinde,21509,53.54391988165939,10.215150735433562
17179,Gnoien,17179,53.968796659284735,12.702403948968362
47574,Goch,47574,51.68806539902221,6.14591735213593
15938,Golßen,15938,51.95826910629454,13.60795191567696
19399,Goldberg,19399,53.587648089560645,12.080208092827638
95497,Goldkronach,95497,50.006100343120806,11.686597939848994
"39175 (Menz, Wahlitz),39245 (Dannigkow, Gommern),39264 (Dornburg, Lübs, Prödel),39279 (Ladeburg, Leitzkau),39291 (Karith, Nedlitz, Vehlitz)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Gommern,39175,52.15101257201892,11.744704899775952
"38640, 38642, 38644, 38690",Goslar,38640,51.907996650335804,10.427855988900673
99867,Gotha,99867,50.942955021411485,10.710004764513556
91322,Gräfenberg,91322,49.663625239554314,11.247390511142061
"06772, 06773",Gräfenhainichen,06772,51.70964872519583,12.41423900737598
98743,Gräfenthal,98743,50.526717926428574,11.293238560714284
01609,Gröditz,01609,51.39870145042912,13.43627847804084
39397,Gröningen,39397,51.95408167097868,11.173557989728682
35305,Grünberg,35305,50.59487516156807,8.957223334947326
08344,Grünhain-Beierfeld,08344,50.56921823369631,12.799939890078644
97947,Grünsfeld,97947,49.609784398249126,9.74504851575788
67269,Grünstadt,67269,49.566842409800365,8.167535080641258
19300,Grabow,19300,53.26819877208916,11.594111921889555
"94481, 94568",Grafenau,94481,48.83319705785908,13.397684573712738
92655,Grafenwöhr,92655,49.711400039361706,11.92110279361702
85567,Grafing bei München,85567,48.03888914067692,11.954447714338462
16775,Gransee,16775,52.934703972031386,13.163511907271142
36323,Grebenau,36323,50.73446011641509,9.450624979433963
34393,Grebenstein,34393,51.44388755961995,9.412224207185274
91171,Greding,91171,49.048991107197544,11.343004506814703
"17489, 17491, 17493",Greifswald,17489,54.08947310835215,13.379820167963187
07973,Greiz,07973,50.64928941207442,12.194765200930233
99718,Greußen,99718,51.260429630033,10.94922129009901
48268,Greven,48268,52.102589116253334,7.599677039837961
"41515, 41516, 41517",Grevenbroich,41515,51.08777297918577,6.590438600138946
23936,Grevesmühlen,23936,53.83902799271121,11.19359918420762
64347,Griesheim,64347,49.86024000215856,8.565743000678793
04668,Grimma,04668,51.22971831077691,12.735619850511446
18507,Grimmen,18507,54.10959170793525,13.038267882195026
"64401,64395 (Hippelsbach)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Groß-Bieberau,64401,49.796835436547084,8.819295271300449
64823,Groß-Umstadt,64823,49.87088770670573,8.935049034342448
37247,Großalmerode,37247,51.24903738851436,9.79323903841032
71723,Großbottwar,71723,49.00699314553271,9.2910384637757
98701,Großbreitenbach,98701,50.598478553678476,11.005521355040871
01558,Großenhain,01558,51.289506872323756,13.532450044151437
01983,Großräschen,01983,51.59079958046494,13.999021368466442
01900,Großröhrsdorf,01900,51.14476576595389,14.035848166221184
09603,Großschirma,09603,50.995166401496135,13.29180283692085
04539,Groitzsch,04539,51.144666813336,12.28481490909091
31028,Gronau (Leine),31028,52.08139393560342,9.790591147228382
48599,Gronau (Westf.),48599,52.202885656574686,7.03463287191346
03172,Guben,03172,51.953403544600235,14.655072740711066
34281,Gudensberg,34281,51.17626933701394,9.371433688334555
"51643, 51645, 51647",Gummersbach,51643,51.024174590759614,7.555291500115794
89423,Gundelfingen an der Donau,89423,48.546710039488325,10.369298282035595
74831,Gundelsheim,74831,49.28474377547654,9.17707575846774
91710,Gunzenhausen,91710,49.11508428875049,10.75257363285325
42781,Haan,42781,51.197349302381845,7.007252970756952
57627,Hachenburg,57627,50.661014295045796,7.817939351582014
65589,Hadamar,65589,50.4443765948867,8.042778291051714
97437,Haßfurt,97437,50.03952074358974,10.515636140429338
"58089–58099, 58119, 58135",Hagen,58089,51.36754446788063,7.445669385230146
76767,Hagenbach,76767,49.021090438073394,8.249233645642201
19230,Hagenow,19230,53.4340038955907,11.22170623871628
35708,Haiger,35708,50.75865348945214,8.204779315050379
72401,Haigerloch,72401,48.365151495617816,8.800715001724138
09661,Hainichen,09661,50.98430185468978,13.123143643242114
72221,Haiterbach,72221,48.53114787504735,8.647764004119319
"38820, 38822, 38895Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Halberstadt,38820,51.89512974895657,11.049602085843205
"39340,39343 (Hundisburg, Süplingen),39345 (Gut Detzel, Hütten, Satuelle, Schloss Detzel, Uthmöden, Wedringen)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Haldensleben,39340,52.28362599853497,11.407892875732514
06108–06132,Halle (Saale),06108,51.485882659067535,11.968845822283168
33790,Halle (Westf.),33790,52.05145479944247,8.354297652687006
59969,Hallenberg,59969,51.12334634011696,8.626192115087719
96103,Hallstadt,96103,49.927976833178434,10.874158518076209
45721,Haltern am See,45721,51.746268143579556,7.1882808619526255
58553,Halver,58553,51.190924209391454,7.507305654495683
"20095–21149,22041–22769,27499",Hamburg,20095,53.55097772736842,9.999655113082706
"31785, 31787, 31789",Hameln,31785,52.10587178173077,9.363777764957266
59063–59077,Hamm,59063,51.66970195152151,7.831740618100734
97762,Hammelburg,97762,50.12272882772152,9.868095589620253
46499,Hamminkeln,46499,51.74597826965669,6.594023930655415
"63450, 63452, 63454, 63456, 63457",Hanau,63450,50.13068222360294,8.920325207977942
34346,Hann. Münden,34346,51.421656350179944,9.661207749717224
"30159–30179,30419–30669Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Hannover,30159,52.37427044325902,9.737869161995754
86655,Harburg (Schwaben),86655,48.78233812702326,10.691030938604651
37181,Hardegsen,37181,51.642085315599175,9.82897250960744
49733,Haren (Ems),49733,52.789676919953266,7.229742518691589
33428,Harsewinkel,33428,51.963423330132976,8.229533172154255
08118,Hartenstein,08118,50.669272006314245,12.671619264684288
04746,Hartha,04746,51.101316776340695,12.9694999079653
06493,Harzgerode,06493,51.68280813144387,11.173875504692175
49740,Haselünne,49740,52.67716812417178,7.476677750736196
77716,Haslach im Kinzigtal,77716,48.27702382772903,8.087879608845208
65795,Hattersheim am Main,65795,50.05724580850195,8.483846181907838
"45525, 45527, 45529",Hattingen,45525,51.39688772293699,7.184881219404166
35116,Hatzfeld (Eder),35116,50.99705315816327,8.5688205580705
77756,Hausach,77756,48.28558680627228,8.169048981397006
94051,Hauzenberg,94051,48.644183063559325,13.617615591525423
39539,Havelberg,39539,52.82479958483146,12.10041690116681
"14778, 14798",Havelsee,14778,52.4438770118123,12.57898034686084
72534,Hayingen,72534,48.28887642661448,9.475241680528375
72379,Hechingen,72379,48.35430651647265,8.966065377483655
39444,Hecklingen,39444,51.87716204918167,11.453250978150573
25746,Heide,25746,54.19643071652883,9.097179719619152
91180,Heideck,91180,49.14041623853821,11.143692177408639
69115–69126,Heidelberg,69115,49.404020793422085,8.682045803641348
"89518, 89520, 89522",Heidenheim an der Brenz,89518,48.68267501068043,10.139458568962633
37308,Heilbad Heiligenstadt,37308,51.36074235704074,10.15082100571837
74072–74081,Heilbronn,74072,49.140136557517806,9.219639196775404
23774,Heiligenhafen,23774,54.37067480804597,10.977189957799672
42579,Heiligenhaus,42579,51.330131631687316,6.967192767877468
91560,Heilsbronn,91560,49.342803430972225,10.796353969548612
52396,Heimbach,52396,50.638078169815095,6.4932154458270865
71296,Heimsheim,71296,48.80691677231467,8.864569987594553
52525,Heinsberg,52525,51.06159806124194,6.091454708625158
79423,Heitersheim,79423,47.875067464880956,7.660885610389611
98663,Heldburg,98663,50.27646402249341,10.695554216952507
95233,Helmbrechts,95233,50.23588156029455,11.702606197967599
"38350, 38372Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Helmstedt,38350,52.232398718457944,11.004027952089825
93155,Hemau,93155,49.048158008381506,11.782031406647398
58675,Hemer,58675,51.37978217886829,7.768717113118074
30966,Hemmingen,30966,52.304428515721064,9.732793001361667
21745,Hemmoor,21745,53.69060060474742,9.148799923037126
69502,Hemsbach,69502,49.59115367035831,8.64751241111111
53773,Hennef (Sieg),53773,50.76677302293888,7.30503142375732
16761,Hennigsdorf,16761,52.63273581341115,13.200108194267186
64646,Heppenheim (Bergstraße),64646,49.64236270573689,8.642044197903067
79336,Herbolzheim,79336,48.21730391903172,7.789081273622705
35745,Herborn,35745,50.68371665236783,8.29708946907181
89542,Herbrechtingen,89542,48.60693077641791,10.164235373233831
36358,Herbstein,36358,50.55548594869177,9.37015349106573
58313,Herdecke,58313,51.41354442965494,7.428804874495749
57562,Herdorf,57562,50.77601359677997,7.942710444364937
"32049, 32051, 32052",Herford,32049,52.12375723365909,8.695997780181086
99765,Heringen/Helme,99765,51.46577201537162,10.88591978733108
36266,Heringen (Werra),36266,50.888159109699,10.012208152341138
54411,Hermeskeil,54411,49.65916344567834,6.943645133041575
07629,Hermsdorf,07629,50.877407294689654,11.868860938551723
"44623–44629,44649–44653Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Herne,44623,51.53785015971787,7.2245407881504695
71083,Herrenberg,71083,48.59546022143082,8.865646635066708
91567,Herrieden,91567,49.229738369603524,10.522983194933921
"02747 (Berthelsdorf, Großhennersdorf, Herrnhut, Rennersdorf, Strahwalde)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Herrnhut,02747,51.01332211355294,14.756128367623528
91217,Hersbruck,91217,49.508392703252035,11.430012663380758
"45699, 45701",Herten,45699,51.59334641293915,7.145149913694817
04916,Herzberg (Elster),04916,51.68760570161865,13.220458999384915
"37412, 37434",Herzberg am Harz,37412,51.642090323250564,10.334168522573364
91074,Herzogenaurach,91074,49.56886803613054,10.890375844071484
52134,Herzogenrath,52134,50.85774960465392,6.0962451535941895
"31840, 31833",Hessisch Oldendorf,31840,52.14698342147477,9.245280652910738
"72513, 72419, 72501",Hettingen,72513,48.21184535263158,9.244821005263157
06333,Hettstedt,06333,51.64992295087137,11.496036896818811
73540,Heubach,73540,48.79457535030888,9.937404971081081
63150,Heusenstamm,63150,50.05428186159049,8.805388248041044
57271,Hilchenbach,57271,50.98654488980693,8.089296232925058
98646,Hildburghausen,98646,50.41136555333446,10.710720838744075
"40721, 40723, 40724",Hilden,40721,51.17240568667055,6.924050849854481
31134–31141,Hildesheim,31134,52.15014465711628,9.952626718232558
54576,Hillesheim,54576,50.28542521422559,6.6664489287878785
89420,Höchstädt an der Donau,89420,48.61357810437263,10.570337474429659
91315,Höchstadt an der Aisch,91315,49.71313422100657,10.837853194748359
56203,Höhr-Grenzhausen,56203,50.4340297070711,7.668753655100463
48477,Hörstel,48477,52.28418009823689,7.58954506680229
37671,Höxter,37671,51.78362145282547,9.368563473397089
41836,Hückelhoven,41836,51.048931005917666,6.22283402815375
42499,Hückeswagen,42499,51.146585429580924,7.332306389901917
78183,Hüfingen,78183,47.9109811616578,8.496575264140072
36088,Hünfeld,36088,50.66565098432147,9.747933287878787
50354,Hürth,50354,50.881000665771396,6.8723368147891195
91161,Hilpoltstein,91161,49.18172468303595,11.207707190705726
92242,Hirschau,92242,49.54954840019249,11.942332697401348
07927,Hirschberg,07927,50.408055719659735,11.816776511909262
"69434,64757 (Unter-Hainbrunn),69412 (Igelsbach)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text",Hirschhorn (Neckar),69434,49.4573610625,8.884906358413462
29456,Hitzacker (Elbe),29456,53.151243212130176,11.029136393786981
65239,Hochheim am Main,65239,50.01781667869794,8.361092375730014
68766,Hockenheim,68766,49.319121882031055,8.548409567599899
